学校,学科,等级/结果,推测等级或第四轮等级,时间,来源,渠道,标题,链接,备注,网页存档
华北水利水电大学,水利工程,B+,,12月31日,华北水利水电大学江淮校区,网站,新年贺词,https://www2.ncwu.edu.cn/jhxq/info/1121/1631.htm,,https://web.archive.org/web/20230206152223/https://www2.ncwu.edu.cn/jhxq/info/1121/1631.htm
华东理工大学,生物医学工程,取得优异成绩,第四轮未在榜上,1月20日,华东理工大学新闻网,网站,生物反应器工程国家重点实验室六届五次学术委员会召开,https://news.ecust.edu.cn/2023/0119/c6a170528/page.htm,,https://web.archive.org/web/20230206144113/https://news.ecust.edu.cn/2023/0119/c6a170528/page.htm
华东理工大学,化学工程与技术,取得优异成绩,第四轮A+,1月20日,华东理工大学新闻网,网站,生物反应器工程国家重点实验室六届五次学术委员会召开,https://news.ecust.edu.cn/2023/0119/c6a170528/page.htm,,https://web.archive.org/web/20230206144113/https://news.ecust.edu.cn/2023/0119/c6a170528/page.htm
华东师范大学,3个学科,A+,第四轮教育学A+、世界史A+,1月9日,华东师范大学,微信公众号,“博揽四海，共引未来”华东师范大学全球引才云端推介会,官方微信公众号可看直播回放,回放59分30秒处,
华东师范大学,7个学科,A,第四轮体育学A、中国语言文学A、地理学A、统计学A、软件工程A,1月9日,华东师范大学,微信公众号,“博揽四海，共引未来”华东师范大学全球引才云端推介会,官方微信公众号可看直播回放,回放59分30秒处,
华东师范大学,4个学科,A-,第四轮马克思主义理论A-、心理学A-、外国语言文学A-、数学A-、生态学A-,1月9日,华东师范大学,微信公众号,“博揽四海，共引未来”华东师范大学全球引才云端推介会,官方微信公众号可看直播回放,回放59分30秒处,
华南理工大学,,A类学科取得新突破,,2月3日,华南理工大学新闻网,网站,高质量发展开新局　华南理工全球学术影响力大幅提升,https://news.scut.edu.cn/2023/0203/c42a46302/page.htm,,https://web.archive.org/web/20230206090437/https://news.scut.edu.cn/2023/0203/c42a46302/page.htm
华南师范大学,4个学科,A类,教育学第四轮A-,12月31日,晚安华师,微信公众号,华师2023年新年献词,https://mp.weixin.qq.com/s/QxzV9NcQjPUZWvKvyM4jiw,,https://archive.is/J24cA
华南师范大学,心理学,A+,第四轮A+,12月31日,晚安华师,微信公众号,华师2023年新年献词,https://mp.weixin.qq.com/s/QxzV9NcQjPUZWvKvyM4jiw,已修改为“心理学保持领先”,https://archive.is/J24cA
华南师范大学,马克思主义理论,A,第四轮A-,12月31日,晚安华师,微信公众号,华师2023年新年献词,https://mp.weixin.qq.com/s/QxzV9NcQjPUZWvKvyM4jiw,已修改为“马克思主义理论稳中有进”,https://archive.is/J24cA
华南师范大学,体育学,A-,第四轮A-,1月11日,华南师范大学招生办,网站,华南师范大学 2023 年保送录取优秀运动员招生简章,https://statics.scnu.edu.cn/pics/zsb/2023/0111/1673409117150482.pdf,,https://web.archive.org/web/20230206133101/https://statics.scnu.edu.cn/pics/zsb/2023/0111/1673409117150482.pdf
华中科技大学,电气工程,更进一步,A+,12月31日,华中大电气,微信公众号,展望2023 | 华科大电气新年贺词,https://mp.weixin.qq.com/s/7LLz7tT9I_H-m_J7ffNQrg,,https://archive.is/L8odY
华中科技大学,物理学,迈上新的历史台阶,A,1月21日,华中科技大学物理学院,微信公众号,物理学院恭祝您2023新春快乐,https://mp.weixin.qq.com/s/2SHl7as_UoD-gsUouEjX9g,,https://archive.is/Dum34
华中科技大学,化学,A-,,1月3日,华中科技大学化学与化工学院,微信公众号,砥砺传承，勇开新篇,https://mp.weixin.qq.com/s/K7007hohrix9g3OUT3z9AA,已删去“我校化学学科获评A-”表述，只保留“成功进入中国化学第一方阵”,https://archive.is/d8nxE
华中科技大学,材料科学与工程,跨越式发展，进入第一方阵,第四轮B+,1月19日,华中大材料学院,微信公众号,携手同行 未来可期|材料学院2022年荣耀榜,https://mp.weixin.qq.com/s/emIhDVfg-0tZsQdKwO2scw,,https://archive.is/yIbmZ
华中农业大学,植物保护,稳中有升,第四轮B+,1月15日,华中农业大学植物科学技术学院,网站,致敬2022，奋进植科人,https://cpst.hzau.edu.cn/info/1058/13537.htm,,https://archive.is/h1GHu
华中农业大学,作物学,提档升级,A/A+,1月15日,华中农业大学植物科学技术学院,网站,致敬2022，奋进植科人,https://cpst.hzau.edu.cn/info/1058/13537.htm,,https://archive.is/h1GHu
华中师范大学,,取得新成就,,12月31日,华中师范大学,网站,华中师范大学2023年新年贺词,https://www.ccnu.edu.cn/info/1073/35759.htm,,https://web.archive.org/web/20230206154851/https://www.ccnu.edu.cn/info/1073/35759.htm
吉林大学,考古学,A+,,12月19日,新华每日电讯,报纸,这所高校缘何成为中国考古人才的培养重镇？,http://mrdx.cn/content/20221219/Page08DK.htm,,https://archive.is/9nFxA
吉林大学,马克思主义理论,在第四轮学科评估A学科的基础上，在第五轮学科评估中又向前迈上了一个新台阶,A+,1月11日,吉林大学马克思主义学院,微信公众号,吉林大学马克思主义理论学科“高被引机构”再创佳绩,https://mp.weixin.qq.com/s/Q_aDzB7y3vZoQNgNI2Tqrw,,https://archive.is/ixao2
暨南大学,多个学科,取得显著突破,,1月5日,暨南大学,微信公众号,振奋！2022年暨南大学“十大新闻”揭晓！,https://mp.weixin.qq.com/s/NujxGVi7QL5C5YGNoxLGPQ,,https://archive.is/neZKX
暨南大学,6个学科,A档,第四轮A档1个（新闻传播学A-），另有4个B+（应用经济学、中国语言文学、生物学、工商管理）,1月6日,暨南大学校友会,微信公众号,热爱笃定，韧性成长！暨大基金会第三届理事会第七次会议召开,https://mp.weixin.qq.com/s/v8PE_md5dyrRLntLh_89OA,已修改为“多个学科入选A档、B档，较上一轮增加多个，进步十分明显”,https://archive.is/XQbrT
暨南大学,20个学科,B档,第四轮B档17个，C+有10个,1月6日,暨南大学校友会,微信公众号,热爱笃定，韧性成长！暨大基金会第三届理事会第七次会议召开,https://mp.weixin.qq.com/s/v8PE_md5dyrRLntLh_89OA,已修改为“多个学科入选A档、B档，较上一轮增加多个，进步十分明显”,https://archive.is/XQbrT
暨南大学,法学,新的突破,,1月14日,暨南大学法学院/知识产权学院,网站,2022年暨南大学法学院/知识产权学院工作成果通报,https://law.jnu.edu.cn/2023/0114/c1235a735041/page.htm,,https://web.archive.org/web/20230209092858/https://law.jnu.edu.cn/2023/0114/c1235a735041/page.htm
吉首大学,马克思主义理论,C,,1月17日,吉首大学新闻网,网站,马克思主义学院：着力以党建推动事业高质量发展,https://news.jsu.edu.cn/info/1014/15433.htm,,https://web.archive.org/web/20230209083707/https://news.jsu.edu.cn/info/1014/15433.htm
江南大学,食品科学与工程,蝉联第一,A+,12月24日,江南大学新闻网,网站,江南大学食品学院： 打造食品人的精神粮仓,https://news.jiangnan.edu.cn/info/1081/79964.htm,江苏科技报12月23日,https://web.archive.org/web/20230206153453/https://news.jiangnan.edu.cn/info/1081/79964.htm
江南大学,设计学,A+,第四轮A-,2月1日,江南大学设计学院,微信公众号,沉痛送别朱正文先生,https://mp.weixin.qq.com/s/kc_EjAKhd-Ze6enUvurMxA,已改为“取得了历史性突破”,
江苏科技大学,各学科,全面进步,,1月1日,江苏科技大学新闻网,网站,快来刷屏江科大2022年的十件大事！,http://www.just.edu.cn/news/2023/0101/c8158a318024/page.htm,,https://web.archive.org/web/20230206151658/http://www.just.edu.cn/news/2023/0101/c8158a318024/page.htm
江苏师范大学,中国语言文学,B+,,12月31日,江苏师范大学信息公开网,网站,江苏师大2023新年献词|每一次奋斗都是黎明的序曲,http://www.jsnu.edu.cn/_t14/6c/e7/c9517a355559/page.htm,官微文章已被删除，官网也删去了相关表述,https://archive.is/DbDZI
江苏师范大学,统计学,B+,,12月31日,江苏师范大学信息公开网,网站,江苏师大2023新年献词|每一次奋斗都是黎明的序曲,http://www.jsnu.edu.cn/_t14/6c/e7/c9517a355559/page.htm,官微文章已被删除，官网也删去了相关表述,https://archive.is/DbDZI
江苏师范大学,教育学,B,,1月1日,江苏师范大学智慧教育学院,网站,这一年，我们携手走过 ——智慧教育学院（计算机科学与技术学院）2022年发展纪实,http://eit.jsnu.edu.cn/_t2179/6c/ab/c13795a355499/page.htm,,https://web.archive.org/web/20230209091517/http://eit.jsnu.edu.cn/_t2179/6c/ab/c13795a355499/page.htm
江西财经大学,社会学,良好成绩,,1月30日,江财社工,微信公众号,逐梦新起点 扬帆新征程,https://mp.weixin.qq.com/s/qyD9MxKsnnsBdP1NYBdTOA,,https://archive.is/sQAkk
江西理工大学,矿业工程,B,,1月20日,江西理工大学资源与环境工程学院,网站,资源与环境工程学院癸卯兔年新年献词,https://zh.jxust.edu.cn/info/1090/12881.htm,,https://archive.is/wip/TZf1f
江西理工大学,环境科学与工程,C-,,1月20日,江西理工大学资源与环境工程学院,网站,资源与环境工程学院癸卯兔年新年献词,https://zh.jxust.edu.cn/info/1090/12881.htm,,https://archive.is/wip/TZf1f
江西师范大学,马克思主义理论,A-,第四轮A-,12月31日,青春师大,微信公众号,江西师范大学2023年新年贺词,https://mp.weixin.qq.com/s/fWM6_iLTH4RsSjuyT8vVgA,已改为“1个学科获评A类学科”,https://archive.is/eKSjV
江西师范大学,4个学科,B,第四轮B类5个（教育学B、心理学B-、中国语言文学B-、数学B-、化学B-）,12月31日,青春师大,微信公众号,江西师范大学2023年新年贺词,https://mp.weixin.qq.com/s/fWM6_iLTH4RsSjuyT8vVgA,已改为“7个学科获评B类学科”,https://archive.is/eKSjV
江西师范大学,3个学科,B-,第四轮B类5个（教育学B、心理学B-、中国语言文学B-、数学B-、化学B-）,12月31日,青春师大,微信公众号,江西师范大学2023年新年贺词,https://mp.weixin.qq.com/s/fWM6_iLTH4RsSjuyT8vVgA,已改为“7个学科获评B类学科”,https://archive.is/eKSjV
江西师范大学,马克思主义理论,A类,,1月1日,江西师范大学,微信公众号,江西师范大学2023年诚聘海内外高层次人才公告,https://mp.weixin.qq.com/s/bWjitqhE18qyb4VQYr1W5w,,https://archive.is/YxR31
江西师范大学,教育学,B类,,1月1日,江西师范大学,微信公众号,江西师范大学2023年诚聘海内外高层次人才公告,https://mp.weixin.qq.com/s/bWjitqhE18qyb4VQYr1W5w,,https://archive.is/YxR31
江西师范大学,心理学,B类,,1月1日,江西师范大学,微信公众号,江西师范大学2023年诚聘海内外高层次人才公告,https://mp.weixin.qq.com/s/bWjitqhE18qyb4VQYr1W5w,,https://archive.is/YxR31
江西师范大学,数学,B类,,1月1日,江西师范大学,微信公众号,江西师范大学2023年诚聘海内外高层次人才公告,https://mp.weixin.qq.com/s/bWjitqhE18qyb4VQYr1W5w,,https://archive.is/YxR31
江西师范大学,化学,B类,,1月1日,江西师范大学,微信公众号,江西师范大学2023年诚聘海内外高层次人才公告,https://mp.weixin.qq.com/s/bWjitqhE18qyb4VQYr1W5w,,https://archive.is/YxR31
江西师范大学,中国语言文学,B类,,1月1日,江西师范大学,微信公众号,江西师范大学2023年诚聘海内外高层次人才公告,https://mp.weixin.qq.com/s/bWjitqhE18qyb4VQYr1W5w,,https://archive.is/YxR31
江西师范大学,地理学,B类,,1月1日,江西师范大学,微信公众号,江西师范大学2023年诚聘海内外高层次人才公告,https://mp.weixin.qq.com/s/bWjitqhE18qyb4VQYr1W5w,,https://archive.is/YxR31
江西师范大学,音乐与舞蹈学,B类,,1月1日,江西师范大学,微信公众号,江西师范大学2023年诚聘海内外高层次人才公告,https://mp.weixin.qq.com/s/bWjitqhE18qyb4VQYr1W5w,,https://archive.is/YxR31
景德镇陶瓷大学,设计学,A-,第四轮B+,12月30日,景德镇陶瓷大学,微信公众号,景德镇陶瓷大学面向海内外公开招聘设计艺术学院院长公告,https://mp.weixin.qq.com/s/0uKDwo4SkfOfkfd7jgM-iw,原文章已被删除，链接为1月3日发布的新文章，已删去相关表述,https://archive.is/72hsx
兰州大学,21个学科,提档升级,,12月31日,兰州大学,微信公众号,2023，团结奋斗向前！兰州大学新年贺词来了,https://mp.weixin.qq.com/s/BKFzDJv2_j-fJtqwnbIPeQ,,https://archive.is/LwV5g
兰州大学,高峰学科,实现“倍增+”,,12月31日,兰州大学,微信公众号,2023，团结奋斗向前！兰州大学新年贺词来了,https://mp.weixin.qq.com/s/BKFzDJv2_j-fJtqwnbIPeQ,,https://archive.is/LwV5g
兰州大学,化学,再次提档升级,A-,12月31日,兰州大学化学化工学院,网站,踔厉奋发争创一流，奋楫扬帆逐梦远航——兰州大学化学化工学院2023年新年贺词,https://chem.lzu.edu.cn/index.php?m=content&c=index&a=show&catid=76&id=9145,,https://archive.is/o1AHZ
兰州大学,生物学,昂首迈入A类学科行列,A-,12月31日,兰州大学生命科学学院,网站,踔厉奋发 勇毅前行 建设世界一流生物学科——兰州大学生命科学学院2023年新年贺词,https://lifesc.lzu.edu.cn/info/1089/2722.htm,,https://archive.is/CSUVm
兰州大学,草学,A+,,1月1日,兰州大学草地农业科技学院,网站,兰州大学草地农业科技学院二〇二三年新年贺词,http://caoye.lzu.edu.cn/lzupage/2023/01/01/N20230101111829.html,,https://web.archive.org/web/20230209075643/http://caoye.lzu.edu.cn/lzupage/2023/01/01/N20230101111829.html
兰州大学,草学,A+,第四轮A+,12月29日,兰州大学,微信视频号,草种创新与草地农业生态系统全国重点实验室2022年学术年会,,直播,截图http://www.chengxuedayi.com/public/index_new/img/%E5%85%B0%E5%B7%9E%E5%A4%A7%E5%AD%A6.jpg
兰州大学,生态学,A+,第四轮A,12月29日,兰州大学,微信视频号,草种创新与草地农业生态系统全国重点实验室2022年学术年会,,直播,截图http://www.chengxuedayi.com/public/index_new/img/%E5%85%B0%E5%B7%9E%E5%A4%A7%E5%AD%A6.jpg
陆军军医大学,基础医学,核心地位稳固,,1月1日,陆军军医大学官微,微信公众号,新年贺词 | 团结奋斗 足音铿锵,https://mp.weixin.qq.com/s/8683VKOjZLZnXsGeNpYBzA,第五轮学科评估成绩喜人，基础医学、临床医学、公共卫生预防医学三大主力学科核心地位稳固。,https://archive.is/jvyAa
陆军军医大学,临床医学,核心地位稳固,,1月1日,陆军军医大学官微,微信公众号,新年贺词 | 团结奋斗 足音铿锵,https://mp.weixin.qq.com/s/8683VKOjZLZnXsGeNpYBzA,第五轮学科评估成绩喜人，基础医学、临床医学、公共卫生预防医学三大主力学科核心地位稳固。,https://archive.is/jvyAa
陆军军医大学,临床医学,A-（本轮全军唯一）,,1月23日,西南医院,微信公众号,盘点2022 展望2023！来看陆军军医大学西南医院十大亮点,https://mp.weixin.qq.com/s/uELVSsZxbo3xbJYjR7_cHA,,https://archive.is/Y5xeh
陆军军医大学,公共卫生与预防医学,核心地位稳固,,1月1日,陆军军医大学官微,微信公众号,新年贺词 | 团结奋斗 足音铿锵,https://mp.weixin.qq.com/s/8683VKOjZLZnXsGeNpYBzA,第五轮学科评估成绩喜人，基础医学、临床医学、公共卫生预防医学三大主力学科核心地位稳固。,https://archive.is/jvyAa
南昌大学,食品科学与工程,A+,,1月13日,南昌大学,微博,2023年江西省两会，来自南昌大学的声音。食品科学与技术国家重点实验室常务副主任熊涛畅谈自主创新服务经济高质量发展。,https://weibo.com/3019117930/4857407097806207,视频2分50秒处。内容为江西省政协十三届一次会议小组讨论现场直播，也可在https://tt.m.jxnews.com.cn/lives/1507看到回放（13分13秒处）,
南方医科大学,中西医结合,取得突破并实现学校既定目标,第四轮B+,1月11日,南方医科大学中医药学院,网站,中医药学院举办退休教工荣休仪式,http://portal.smu.edu.cn/zyyxy/info/1035/4329.htm,,https://web.archive.org/web/20230206062258/http://portal.smu.edu.cn/zyyxy/info/1035/4329.htm
南方医科大学,临床医学,B+,,1月20日,南方医院,网站,南方医院隆重举行2022年度总结表彰大会,http://www.nfyy.com/xwzx/yyxw/a_112570.html,第2张图片所示,https://web.archive.org/web/20230207060203/http://www.nfyy.com/xwzx/yyxw/a_112570.html
南方医科大学,口腔医学,上升两个层级,C+,1月14日,南方医科大学口腔医院,微信公众号,驻足回眸，高光时刻 | 口腔医院2022年度十件大事正式揭晓,https://mp.weixin.qq.com/s/wlFPzS6hFpwh959mA8G66A,,https://archive.is/qrzqD
南方医科大学,,历史性突破,,1月18日,南方医科大学新闻中心,网站,2023年第一期（1月5日）第四版,http://news.smu.edu.cn/info/1021/43536.htm,,https://web.archive.org/web/20230209082705/http://news.smu.edu.cn/info/1021/43536.htm
南方医科大学,各主干学科,均取得可喜进步,,1月18日,南方医科大学新闻中心,网站,2023年第一期（1月5日）第四版,http://news.smu.edu.cn/info/1021/43536.htm,,https://web.archive.org/web/20230209082705/http://news.smu.edu.cn/info/1021/43536.htm
南华大学,,取得新突破,,1月4日,南华大学新闻网,网站,南华大学2022年十大新闻,https://uscnews.usc.edu.cn/info/1025/68442.htm,,https://web.archive.org/web/20230209074150/https://uscnews.usc.edu.cn/info/1025/68442.htm
南华大学,安全科学与工程,进步明显,第四轮C+,1月13日,南华大学新闻网,网站,高山率队赴中核集团调研交流,https://uscnews.usc.edu.cn/info/1025/68478.htm,,https://web.archive.org/web/20230203212732/https://uscnews.usc.edu.cn/info/1025/68478.htm
南华大学,基础医学,进步明显,第四轮C+,1月13日,南华大学新闻网,网站,高山率队赴中核集团调研交流,https://uscnews.usc.edu.cn/info/1025/68478.htm,,https://web.archive.org/web/20230203212732/https://uscnews.usc.edu.cn/info/1025/68478.htm
南京大学,大气科学,优异成绩,A+,12月30日,南京大学大气科学学院,网站,【聚焦“大讨论”】大气科学学院召开"全面贯彻二十大精神 加快建设‘第一个南大’"大气科学学科发展大讨论活动,https://as.nju.edu.cn/2c/77/c11320a601207/page.htm,已删除相关表述，原话：更是学科发展在教育部第五轮学科评估取得优异成绩这一重要时间节点上再出发的新起点,https://archive.is/CAbQ0
南京大学,文学院,优异成绩,中国语言文学A+,12月31日,南京大学文学院,微信公众号,南京大学文学院2022年十件大事,https://mp.weixin.qq.com/s/2spnWmUKLK2bEp-udzeEpQ,,https://archive.is/tWaG6
南京大学,一批学科,优异成绩,,1月1日,南京大学,微信公众号,@全球南大人！南京大学校长吕建发表2023新年贺词,https://mp.weixin.qq.com/s/vTe7slc3hT-K7vlZBil5iQ,,https://archive.is/ayOlU
南京大学,,实现整体跨越,,1月1日,南京大学新闻网,网站,中科院院士、南京大学校长吕建发表2023年新年贺词,https://news.nju.edu.cn/zhxw/20230103/i111608.html,,https://web.archive.org/web/20230206153041/https://news.nju.edu.cn/zhxw/20230103/i111608.html
南京大学,计算机科学与技术,取得重大突破，获历史最佳成绩,A+,1月5日,南京大学离退休工作处,网站,【计算机系】新春慰问老教师 浓浓关爱暖人心,https://ltx.nju.edu.cn/gzdt/jccz/20230105/i237472.html,,https://archive.is/sAMB3
南京大学,数学,取得优秀成绩，再上新台阶,A,1月1日,南数后花园,微信公众号,南京大学数学系2022年十件大事,https://mp.weixin.qq.com/s/5IJIwkUzh7IWtGIvZ_3PlQ,,https://archive.is/72EKd
南京大学,地理学,优异成绩,A+,1月11日,NJU地理海洋之声,微信公众号,愿为好风助图南！诚邀海外优青加盟南京大学地理与海洋科学学院！,https://mp.weixin.qq.com/s/fziY-lXcM0wfclhetVUTAQ,,https://archive.is/tDrCK
南京大学,物理学,优异成绩,A+,1月11日,南京大学物理学院,微信公众号,欢迎依托物理学院申报海外优青！,https://mp.weixin.qq.com/s/d1XwNAKawdSAkQDdQwZ2PQ,,https://archive.is/IxqQO
南京大学,天文学,优异成绩,A+,1月13日,南京大学天文与空间科学学院,微信公众号,天文与空间科学学院2022年度“十件大事”,https://mp.weixin.qq.com/s/1ZzcSqfC3GHMBitdk8QdXw,,https://archive.is/m4Kue
南京大学,地质学,历次学科评估中，地质学学科始终保持国内最前列,A+,1月16日,南大地科院,微信公众号,愿为好风助图南！诚邀海外优青加盟南京大学地球科学与工程学院！,https://mp.weixin.qq.com/s/r4IcKLDUzIWMDEyYErC5lQ,,https://archive.is/o94vC
南京大学,外国语言文学,优异成绩,A+,1月19日,南京大学外国语学院,网站,学院概况,https://sfs.nju.edu.cn/10728/list.htm,,https://archive.is/2EI8l
南京大学,化学,优异成绩,A+,1月19日,南京大学化学化工学院,网站,化学化工学院,https://chem.nju.edu.cn/,首图底部“祝贺化学学科在第五轮学科评估中取得优异成绩！”,https://archive.is/iJRaJ
南京大学,工商管理,优异成绩,A+,1月19日,南京大学商学院,网站,学院一览,https://nubs.nju.edu.cn/8877/list.htm,,https://archive.is/DLkFk
南京大学,理论经济学,优秀成绩,A,1月19日,南京大学商学院,网站,学院一览,https://nubs.nju.edu.cn/8877/list.htm,,https://archive.is/DLkFk
南京大学,信息资源管理,继续保持国内一流水平,A+,1月19日,南京大学信息管理学院,网站,学院概况,https://im.nju.edu.cn/13522/list.htm,,https://archive.is/hfZh3
南京大学,环境科学与工程,优异成绩,A+,1月19日,南京大学环境学院,网站,祝贺环境学院2022年学科评估取得优异成绩,https://hjxy.nju.edu.cn/sy/xydt/20230119/i237878.html,,https://archive.is/v9Yv7
南京航空航天大学,,取得新突破,,1月11日,南京航空航天大学新闻网,网站,学校召开70周年校庆工作总结座谈会,https://newsweb.nuaa.edu.cn/2023/0110/c743a301917/page.htm,,https://web.archive.org/web/20230206092949/https://newsweb.nuaa.edu.cn/2023/0110/c743a301917/page.htm
南京理工大学,2个学科,A+,,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,3个学科,A类,,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示，原文：兵器与装备、信息与控制、化工与材料三大优势学科群，实现A类学科全覆盖，主干学科均进入国内顶尖学科行列。,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,5个学科,B+,,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,兵器科学与技术,全国第一,A+,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,兵器科学与技术,十四五目标A+，标黑色字体,A+,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,化学工程与技术,十四五目标A+，标黑色字体,A+，第四轮A-,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,控制科学与工程,十四五目标A，标黑色字体,A/A-，第四轮B+,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,光学工程,十四五目标A，标黑色字体,A/A-，第四轮B+,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,机械工程,十四五目标A，标黑色字体,A/A-，第四轮B+,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,计算机科学与技术,十四五目标A，标灰色字体,第四轮B+,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,材料科学与工程,十四五目标A，标灰色字体,第四轮B,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,安全科学与工程,十四五目标A，标灰色字体,第四轮C+,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,环境科学与工程,十四五目标B+，标黑色字体,第四轮B,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,软件工程,十四五目标B+，标黑色字体,第四轮B,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,管理科学与工程,十四五目标B+，标黑色字体,第四轮B,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,电子科学与技术,十四五目标B+，标灰色字体,第四轮B,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,力学,十四五目标B+，标灰色字体,第四轮B,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,数学,十四五目标B+，标灰色字体,第四轮B-,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,信息与通信工程,十四五目标B+，标灰色字体,第四轮B,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
