学校,学科,等级/结果,推测等级或第四轮等级,时间,来源,渠道,标题,链接,备注,网页存档
南京理工大学,动力工程及工程热物理,十四五目标B+，标灰色字体,第四轮C+,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,网络空间安全,十四五目标B+，标灰色字体,,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京理工大学,马克思主义理论,十四五目标B+，标灰色字体,第四轮B-,1月9日,,,南京理工大学第十三届海外青年学者“紫金高层论坛”,,付梦印院士（南理工校长）PPT所示,截图http://www.chengxuedayi.com/public/index_new/img/%E5%8D%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6.jpg
南京农业大学,植物保护,再获佳绩,A+,1月6日,南农植保,微信公众号,盘点2022 | 南农大植物保护学院2022年十大工作进展,https://mp.weixin.qq.com/s/-Zc2WTaCpK1HA3FgcsozxA,,https://archive.is/OAlVr
南京信息工程大学,大气科学,A+,,1月1日,南京信息工程大学,微信公众号,新年祝词｜策马扬鞭，征衣不解再跨鞍,https://mp.weixin.qq.com/s/AziRxoCQQpiuLBP8N31lXg,已修改为“蝉联‘单打冠军’”,https://archive.is/lqDkP
南京医科大学,,整体实力稳中有进,,1月21日,南京医科大学,网站,南京医科大学2022年十件大事,https://www.njmu.edu.cn/2023/0120/c606a231336/page.htm,,https://web.archive.org/web/20230206115701/https://www.njmu.edu.cn/2023/0120/c606a231336/page.htm
南京艺术学院,80%学科,A类,4个A类，第四轮5个学科3个A类，音乐与舞蹈学第四轮A-，戏剧与影视学第四轮B+,12月31日,南京艺术学院,微信公众号,南京艺术学院2023年新年贺词,https://mp.weixin.qq.com/s/KRh0EUE62D_HoQc5qyMdTQ,,https://archive.is/AkCyT
南京艺术学院,美术学,A+,第四轮A,12月31日,南京艺术学院,微信公众号,南京艺术学院2023年新年贺词,https://mp.weixin.qq.com/s/KRh0EUE62D_HoQc5qyMdTQ,已修改为“传统优势学科取得重要突破，获评A+等级”,https://archive.is/AkCyT
南京艺术学院,设计学,进一步提升,A，第四轮A-,12月31日,南京艺术学院,微信公众号,南京艺术学院2023年新年贺词,https://mp.weixin.qq.com/s/KRh0EUE62D_HoQc5qyMdTQ,,https://archive.is/AkCyT
南京艺术学院,艺术学理论,进一步提升,A-，第四轮B+,12月31日,南京艺术学院,微信公众号,南京艺术学院2023年新年贺词,https://mp.weixin.qq.com/s/KRh0EUE62D_HoQc5qyMdTQ,,https://archive.is/AkCyT
南京邮电大学,,A类学科零的突破,第四轮3个B+（光学工程、电子科学与技术、信息与通信工程）,12月31日,南邮校友会,微信公众号,南京邮电大学2023年新年贺词,https://mp.weixin.qq.com/s/Icy13kS3XSgTbb4gC2715A,学校官微文章已被删除,https://archive.is/pBhnB
南京中医药大学,,优异成绩,,12月31日,南京中医药大学,微信公众号,南京中医药大学2023年新年贺词：向着光荣与梦想的远征，起航！,https://mp.weixin.qq.com/s/S5lHmjQM-h5NqHhxPGEU3A,,https://archive.is/rGBoZ
南京中医药大学,中药学,A+,第四轮A-,1月14日,江苏省中医药发展研究中心,微信公众号,揭晓！2022年度江苏省中医药十大新闻,https://mp.weixin.qq.com/s/t8JbTD4yOTbUIRXJi1fjeA,,https://archive.is/6dU2p
南京中医药大学,中医学,A档,第四轮A-,1月14日,江苏省中医药发展研究中心,微信公众号,揭晓！2022年度江苏省中医药十大新闻,https://mp.weixin.qq.com/s/t8JbTD4yOTbUIRXJi1fjeA,,https://archive.is/6dU2p
南开大学,,取得重大突破,,1月1日,南开大学,微信公众号,南开大学2023年新年贺词,https://mp.weixin.qq.com/s/vtJsAueBpSFGsHr8jVkZmQ,,https://archive.is/wTUss
南开大学,化学,学科建设成绩突出,,1月1日,南开大学,微信公众号,南开大学2023年新年贺词,https://mp.weixin.qq.com/s/vtJsAueBpSFGsHr8jVkZmQ,,https://archive.is/wTUss
南开大学,化学,A+,,12月31日,南开化学,微信公众号,,,已被删除，图右下方A+图样,
南开大学,化学,取得重大突破,A+,1月17日,南开大学新闻网,网站,校领导与新能源特色班化学伯苓班师生交流,http://news.nankai.edu.cn/ywsd/system/2023/01/16/030054266.shtml,,https://web.archive.org/web/20230206135400/http://news.nankai.edu.cn/ywsd/system/2023/01/16/030054266.shtml
南开大学,数学,学科建设成绩突出,,1月1日,南开大学,微信公众号,南开大学2023年新年贺词,https://mp.weixin.qq.com/s/vtJsAueBpSFGsHr8jVkZmQ,,https://archive.is/wTUss
南开大学,数学,取得重大突破,A+,1月31日,南开大学数学科学学院,网站,南开大学数学科学学院2023年人才引进、教师公开招聘、博士后招聘,https://math.nankai.edu.cn/2023/0131/c5841a504116/page.htm,,https://web.archive.org/web/20230206132628/https://math.nankai.edu.cn/2023/0131/c5841a504116/page.htm
南开大学,工商管理,学科建设成绩突出,,1月1日,南开大学,微信公众号,南开大学2023年新年贺词,https://mp.weixin.qq.com/s/vtJsAueBpSFGsHr8jVkZmQ,,https://archive.is/wTUss
南开大学,应用经济学,学科建设成绩突出,,1月1日,南开大学,微信公众号,南开大学2023年新年贺词,https://mp.weixin.qq.com/s/vtJsAueBpSFGsHr8jVkZmQ,,https://archive.is/wTUss
南开大学,旅游管理类,学科建设成绩突出,,1月1日,南开大学,微信公众号,南开大学2023年新年贺词,https://mp.weixin.qq.com/s/vtJsAueBpSFGsHr8jVkZmQ,,https://archive.is/wTUss
南宁师范大学,马克思主义理论,提升2个档次,C+,,信马的力量,微信公众号,,,已被删除,
南通大学,美术学,取得新突破,,1月19日,南通大学艺术学院,微信公众号,通大艺院独家记忆 │ 2022奋斗奏强音，2023奋斗正当时~,https://mp.weixin.qq.com/s/6tZiu38Mi4iyFoCpUTR3Vg,,https://archive.is/wip/WRVhT
内蒙古农业大学,草学,A类,第四轮B+,1月18日,内蒙古农业大学,网站,我校召开党委扩大会议专题传达自治区“两会”精神,https://www.imau.edu.cn/info/1664/34150.htm,,https://web.archive.org/web/20230206144931/https://www.imau.edu.cn/info/1664/34150.htm
齐齐哈尔大学,,取得重大突破,第四轮0个学科上榜,12月31日,齐齐哈尔大学,网站,齐齐哈尔大学二〇二三年新年贺词,https://www.qqhru.edu.cn/info/1044/18519.htm,,https://web.archive.org/web/20230206155120/https://www.qqhru.edu.cn/info/1044/18519.htm
青岛农业大学,,历史性突破,,1月7日,青岛农业大学新闻网,网站,青岛农业大学评出2022年度十大新闻,https://news.qau.edu.cn/content/yaowen/3d7bd9b3cf4c4877b2c3cd33da6801b4,,https://web.archive.org/web/20230206150214/https://news.qau.edu.cn/content/yaowen/3d7bd9b3cf4c4877b2c3cd33da6801b4
清华大学,教育学,A序列,第四轮B+,,清华大学教育研究院,微信公众号,【回望2022】清华大学教育研究院十件大事,,已被删除,
清华大学,计算机科学与技术,A+,,1月21日,清华大学计算机科学与技术系,微信公众号,清华大学计算机系恭祝您新春快乐！,https://mp.weixin.qq.com/s/Vnn5sqhkDwNOIf6JC59GPg,,https://archive.is/zqrlP
清华大学,软件工程,A+,,1月21日,清华大学计算机科学与技术系,微信公众号,清华大学计算机系恭祝您新春快乐！,https://mp.weixin.qq.com/s/Vnn5sqhkDwNOIf6JC59GPg,,https://archive.is/zqrlP
清华大学,网络空间安全,A+,,1月21日,清华大学计算机科学与技术系,微信公众号,清华大学计算机系恭祝您新春快乐！,https://mp.weixin.qq.com/s/Vnn5sqhkDwNOIf6JC59GPg,,https://archive.is/zqrlP
清华大学,网络空间安全,A+,,1月7日,清华大学网络科学与网络空间研究院,网站,逆行者 守护者 奋斗者——信息化技术中心、网络研究院召开2022年总结表彰大会,https://www.insc.tsinghua.edu.cn/info/1192/3406.htm,已改为“获得佳绩”,https://archive.is/bSqXR
清华大学,土木工程,（学院）取得新突破,A+,1月21日,清华大学土木工程系暨建设管理系,微信公众号,清华大学土水学院2023年新春致辞,https://mp.weixin.qq.com/s/e9znCtjr3dVSYYxbsn-5Bg,,https://archive.is/QpKBh
清华大学,水利工程,（学院）取得新突破,A+,1月21日,清华大学土木工程系暨建设管理系,微信公众号,清华大学土水学院2023年新春致辞,https://mp.weixin.qq.com/s/e9znCtjr3dVSYYxbsn-5Bg,,https://archive.is/QpKBh
清华大学,管理科学与工程,（学院）取得新突破,A+,1月21日,清华大学土木工程系暨建设管理系,微信公众号,清华大学土水学院2023年新春致辞,https://mp.weixin.qq.com/s/e9znCtjr3dVSYYxbsn-5Bg,,https://archive.is/QpKBh
清华大学,电子科学与技术,表现突出,第四轮A,1月21日,清华大学电子工程系,微信公众号,新春贺词｜清华大学电子工程系祝全球电子人新春快乐！,https://mp.weixin.qq.com/s/SlBbrxfNmcI4iJe9OEZZjg,,https://archive.is/6moP2
清华大学,信息与通信工程,表现突出,第四轮A,1月21日,清华大学电子工程系,微信公众号,新春贺词｜清华大学电子工程系祝全球电子人新春快乐！,https://mp.weixin.qq.com/s/SlBbrxfNmcI4iJe9OEZZjg,,https://archive.is/6moP2
山东大学,,历史最好成绩,,12月31日,山大观点,网站,奋进时代征程，彰显山大担当,https://www.view.sdu.edu.cn/info/1003/174310.htm,,https://web.archive.org/web/20221231112252/https://www.view.sdu.edu.cn/info/1003/174310.htm
山东大学,工商管理,（管理学院）取得历史最好成绩,第四轮A-,12月31日,山东大学管理学院,微信公众号,2023新年贺词 | 愿来年 平芜尽处是春山,https://mp.weixin.qq.com/s/GK2zlCvJHnhCNRK0bOsbwg,,https://archive.is/XInF8
山东大学,管理科学与工程,（管理学院）取得历史最好成绩,第四轮B,12月31日,山东大学管理学院,微信公众号,2023新年贺词 | 愿来年 平芜尽处是春山,https://mp.weixin.qq.com/s/GK2zlCvJHnhCNRK0bOsbwg,,https://archive.is/XInF8
山东大学,软件工程,A类,第四轮B+,1月2日,山东大学软件学院,网站,软件学院举行2022年度党支部书记履行全面从严治党责任和抓基层党建述职评议会议,https://www.sc.sdu.edu.cn/info/1033/3758.htm,,https://archive.is/oom6b
山东大学,环境科学与工程,历史性进步,第四轮B+,12月29日,山东大学（青岛),网站,环境学院召开2022年度学术年会,https://www.qdxq.sdu.edu.cn/info/1015/33254.htm,,https://archive.is/pq16S
山东大学,外国语言文学,历史性突破,A，第四轮A-,,山东大学外国语学院,微信公众号,,,已被删除,
山东大学,控制科学与工程,A类,A,,山东大学控制科学与工程学院,网站,学院简介,https://control.sdu.edu.cn/xygk/xyjj.htm,,https://archive.is/P61wV
山东大学,控制科学与工程,A,,12月27日,山东大学控制科学与工程学院,网站,全程保障，强力托举，山东大学控制学院诚邀您申报2023年度国家海外优青,https://control.sdu.edu.cn/info/1057/6271.htm,,https://archive.is/Te0y0
山东大学,数学,A+,,1月12日,青塔人才网,,山东大学数学学院诚邀海外人才依托学院申报2023年度国家自然科学基金海外优青项目-山东大学-青塔人才网,https://job.cingta.com/detail/185513?jid=384192,,https://web.archive.org/web/20230206055738/https://job.cingta.com/detail/185513?jid=384192
山东大学,数学,再获佳绩,A+,1月1日,数彩飞扬,微信公众号,数学学院：回顾2022年的精彩,https://mp.weixin.qq.com/s/Uq_ch31FVeEN9Z9CuJNimg,,https://archive.is/KAZo6
山东大学,法学,历史性突破,A-,1月21日,山东大学法学院,微信公众号,山东大学法学院新春致辞,https://mp.weixin.qq.com/s/O8S-R0dKJgzK1GBqWCgLEg,,https://archive.is/1AiEy
山东理工大学,,提质升档,,1月18日,山东理工大学新闻网,网站,山东理工大学2022年度十大新闻事件,https://lgwindow.sdut.edu.cn/info/1003/42012.htm,,https://web.archive.org/web/20230206143638/https://lgwindow.sdut.edu.cn/info/1003/42012.htm
山东科技大学,高水平学科,建设突破,,12月31日,山东科技大学,网站,元旦献辞：在新的征程中奋力书写新的荣光,https://www.sdust.edu.cn/info/1034/15818.htm,,https://web.archive.org/web/20230206153937/https://www.sdust.edu.cn/info/1034/15818.htm
山东师范大学,,学科评估等次和上榜学科数量取得了突破性进展，实现了跨越式发展,,1月7日,山东师范大学发展规划与学科建设处,网站,发展规划与学科建设处荣获学校2022年度“高质量发展攻坚克难奖”,http://www.fzgh.sdnu.edu.cn/info/1005/1713.htm,,https://web.archive.org/web/20230209085518/http://www.fzgh.sdnu.edu.cn/info/1005/1713.htm
山东师范大学,化学,取得提档进位的斐然成绩，跻身该学科前列,第四轮B,1月28日,山东师范大学新闻网,网站,学校化学学科自然指数排名稳步提升,http://www.qlshx.sdnu.edu.cn/info/10445/133214.htm,,https://web.archive.org/web/20230206135215/http://www.qlshx.sdnu.edu.cn/info/10445/133214.htm
山东师范大学,数学,B,第四轮B-,1月10日,山东师范大学数学与统计学院,网站,我院2022年度考核喜获佳绩,http://www.maths.sdnu.edu.cn/info/1056/5764.htm,,https://web.archive.org/web/20230209084640/http://www.maths.sdnu.edu.cn/info/1056/5764.htm
山东师范大学,计算机科学与技术,好成绩,,1月9日,山东师范大学信息科学与工程学院,网站,信息科学与工程学院荣获山东师范大学2022年度“高质量发展突出贡献奖”,http://www.ischool.sdnu.edu.cn/info/1052/7605.htm,未参加第四轮,https://web.archive.org/web/20230209084750/http://www.ischool.sdnu.edu.cn/info/1052/7605.htm
山西大学,物理学,取得重大突破，实现提档升级,A-,1月6日,山西大学,微信公众号,筑梦山大 “理”应有你：量子光学与光量子器件国家重点实验室诚邀海外优青共谱新华章,https://mp.weixin.qq.com/s/fs43G3K-vxgBguvk8rp6tA,,https://archive.is/wip/o5q95
山西财经大学,统计学,保持B类水平,,1月16日,山西财经大学新闻网,网站,团结紧张，勇猛精进：统计学院2022年度十大新闻,http://news.sxufe.edu.cn/info/1004/26474.htm,,https://web.archive.org/web/20230209083944/http://news.sxufe.edu.cn/info/1004/26474.htm
山西医科大学,,取得重大突破,,1月16日,山西医科大学,网站,我校举行2023年春节团拜会,http://www.sxmu.edu.cn/info/1050/33066.htm,,
陕西科技大学,轻工技术与工程,迈入国家第一梯队,A-，第四轮B+,1月1日,陕西科技大学,网站,地方高校内涵式发展随想——写在2023年辞旧迎新之际,https://www.sust.edu.cn/info/1070/18359.htm,2022年12月26日，学校收到校全国第五轮学科评估和全国专业学位水平评估结果，不仅轻工技术与工程学科迈入国家第一梯队，其他各个学科也都取得了提升与突破；按照保密原则，结果只在规定范围内通报,https://web.archive.org/web/20230206150956/https://www.sust.edu.cn/info/1070/18359.htm
陕西科技大学,其他各个学科,也都取得了提升与突破,,1月1日,陕西科技大学,网站,地方高校内涵式发展随想——写在2023年辞旧迎新之际,https://www.sust.edu.cn/info/1070/18359.htm,2022年12月26日，学校收到校全国第五轮学科评估和全国专业学位水平评估结果，不仅轻工技术与工程学科迈入国家第一梯队，其他各个学科也都取得了提升与突破；按照保密原则，结果只在规定范围内通报,https://web.archive.org/web/20230206150956/https://www.sust.edu.cn/info/1070/18359.htm
陕西科技大学,设计学,跨越式进步,第四轮C+,12月31日,陕西科技大学设计与艺术学院,微信公众号,设艺学院2022年度十大新闻,https://mp.weixin.qq.com/s/3GJtxvf3p6DSh73ASqtRbw,,https://archive.is/FbVD4
陕西师范大学,教育学,取得优异成绩,第四轮B+,1月16日,陕西师范大学,网站,陕西师范大学2022年十大新闻揭晓,https://www.snnu.edu.cn/info/1272/30852.htm,,https://web.archive.org/web/20230206150426/https://www.snnu.edu.cn/info/1272/30852.htm
陕西师范大学,心理学,取得优异成绩,第四轮B+,1月16日,陕西师范大学,网站,陕西师范大学2022年十大新闻揭晓,https://www.snnu.edu.cn/info/1272/30852.htm,,https://web.archive.org/web/20230206150426/https://www.snnu.edu.cn/info/1272/30852.htm
陕西师范大学,中国语言文学,取得优异成绩,第四轮B+,1月16日,陕西师范大学,网站,陕西师范大学2022年十大新闻揭晓,https://www.snnu.edu.cn/info/1272/30852.htm,,https://web.archive.org/web/20230206150426/https://www.snnu.edu.cn/info/1272/30852.htm
陕西师范大学,参评学科,整体进步明显，实现预期目标,,1月16日,陕西师范大学,网站,陕西师范大学2022年十大新闻揭晓,https://www.snnu.edu.cn/info/1272/30852.htm,,https://web.archive.org/web/20230206150426/https://www.snnu.edu.cn/info/1272/30852.htm
陕西省高校,,实现了历史性地“3个翻番”,,1月31日,西安外国语大学,网站,2023年陕西省教育工作会议召开,https://www.xisu.edu.cn/info/1080/21271.htm,,https://web.archive.org/web/20230206143215/https://www.xisu.edu.cn/info/1080/21271.htm
石家庄铁道大学,,达到预期目标,,12月31日,石家庄铁道大学,网站,2023年元旦献词,https://xcbnew.stdu.edu.cn/news/300241-2022-12-31-01,,https://web.archive.org/web/20230206153218/https://xcbnew.stdu.edu.cn/news/300241-2022-12-31-01
上海财经大学,,优异成绩,,1月21日,上海财经大学,微信公众号,上海财经大学2023年新春贺词,https://mp.weixin.qq.com/s/AXEYZUnXLuBjXHR0R4tQsw,,https://archive.is/tiW5i
上海财经大学,工商管理,历史性突破,A+，第四轮A,1月21日,上财会计学院,微信公众号,一图回顾|上财会院壬寅年精彩瞬间,https://mp.weixin.qq.com/s/bmw75zidbKSbk5bWyZ9g8g,,https://archive.is/zgc8W
上海财经大学,应用经济学,历史性突破,A+，第四轮A,1月13日,上财金融学院,微信公众号,学院新闻 | 金融学院召开2022年度教职工大会暨学院领导班子考核述职会,https://mp.weixin.qq.com/s/8aWoTEco_vyQgu-FxNZaRw,,https://archive.is/rNkNm
上海财经大学,法学,取得突破,第四轮B,1月19日,上海财经大学法学院,微信公众号,上海财经大学法学院2022年大事记,https://mp.weixin.qq.com/s/2kXk5M5QPk08o8h8z9RmLA,,https://archive.is/OrwzX
上海理工大学,系统科学,优异成绩,第四轮B,,上海理工大学管理学院,网站,学院简介,https://bs.usst.edu.cn/10558/list.htm,,https://web.archive.org/web/20230206150834/https://bs.usst.edu.cn/10558/list.htm
上海理工大学,管理科学与工程,优异成绩,第四轮B+,,上海理工大学管理学院,网站,学院简介,https://bs.usst.edu.cn/10558/list.htm,,https://web.archive.org/web/20230206150834/https://bs.usst.edu.cn/10558/list.htm
上海师范大学,戏剧与影视学,优异成绩,第四轮B-,12月31日,上海师范大学,网站,影视传媒学院召开2022年度支部书记述职会,https://www.shnu.edu.cn/_t12/d8/54/c26528a776276/page.htm,,https://web.archive.org/web/20230209095147/https://www.shnu.edu.cn/_t12/d8/54/c26528a776276/page.htm
上海交通大学,生物学,A+,,1月5日,上海交通大学生命科学技术学院,微信公众号,海外优青 | @全球英才 诚邀依托上海交大生命科学技术学院申报海外优青项目,,已删去相关表述,
上海交通大学,外国语言文学,A+,,1月18日,上海交通大学外国语学院,网站,学院简介,https://sfl.sjtu.edu.cn/Data/List/xygk,位列全国前3%，已删去相关表述,https://archive.is/7QgII
上海交通大学,外国语言文学,再上新台阶,A+,1月15日,上海交通大学外国语学院,网站,外国语学院召开教职工全院大会总结2022年工作,https://sfl.sjtu.edu.cn/Data/View/6489,,https://web.archive.org/web/20230206082729/https://sfl.sjtu.edu.cn/Data/View/6489
上海交通大学,工商管理,A+,,1月6日,交大安泰经管学院,微信公众号,海外优青 | 欢迎依托上海交大安泰经济与管理学院申报,,已改为“在教育部第五轮一级学科评估中均获好成绩”,
上海交通大学,管理科学与工程,A+,,1月6日,交大安泰经管学院,微信公众号,海外优青 | 欢迎依托上海交大安泰经济与管理学院申报,,已改为“在教育部第五轮一级学科评估中均获好成绩”,
上海交通大学,应用经济学,A,,1月6日,交大安泰经管学院,微信公众号,海外优青 | 欢迎依托上海交大安泰经济与管理学院申报,,已改为“在教育部第五轮一级学科评估中均获好成绩”,
上海交通大学,计算机科学与技术,A+,,1月13日,上海交通大学人工智能研究院,微信公众号,海外优青 | 诚邀全球英才依托上海交大人工智能研究院申报海外优青项目,https://mp.weixin.qq.com/s/25SG3oKV0-QIwr9C3A3e4A,已删去相关表述，改为第四轮,https://archive.is/aYfKN
上海交通大学,控制科学与工程,A,,1月13日,上海交通大学人工智能研究院,微信公众号,海外优青 | 诚邀全球英才依托上海交大人工智能研究院申报海外优青项目,https://mp.weixin.qq.com/s/25SG3oKV0-QIwr9C3A3e4A,已删去相关表述，改为第四轮,https://archive.is/aYfKN
上海交通大学,信息与通信工程,A,,1月13日,上海交通大学人工智能研究院,微信公众号,海外优青 | 诚邀全球英才依托上海交大人工智能研究院申报海外优青项目,https://mp.weixin.qq.com/s/25SG3oKV0-QIwr9C3A3e4A,已删去相关表述，改为第四轮,https://archive.is/aYfKN
上海交通大学,临床医学,位列全国顶尖学科行列,A+,1月22日,上海交通大学医学院,微信公众号,新春到 祝福来！上海交通大学医学院给您拜年啦,https://mp.weixin.qq.com/s/cBdy2pxXv5v4x5GNbcjjIg,,https://archive.is/t2S1D
上海交通大学,基础医学,位列全国顶尖学科行列,A+,1月22日,上海交通大学医学院,微信公众号,新春到 祝福来！上海交通大学医学院给您拜年啦,https://mp.weixin.qq.com/s/cBdy2pxXv5v4x5GNbcjjIg,,https://archive.is/t2S1D
上海交通大学,口腔医学,位列全国顶尖学科行列,,1月22日,上海交通大学医学院,微信公众号,新春到 祝福来！上海交通大学医学院给您拜年啦,https://mp.weixin.qq.com/s/cBdy2pxXv5v4x5GNbcjjIg,,https://archive.is/t2S1D
上海交通大学,口腔医学,A+,,1月11日,上海交通大学医学院附属第九人民医院,网站,2022年度九院十大新闻揭晓,https://www.9hospital.com.cn/djy_web/html/djy/jy_xwgg_xwdt/2023-01-11/Detail_180750.htm,,
上海交通大学,口腔医学,A+,,1月16日,上海交通大学口腔医学院,网站,海外优青|诚邀加盟——2023上海交通大学口腔医学院诚邀全球青年才俊加盟,https://www.shsmu.edu.cn/kqxy/info/1024/1904.htm,,https://web.archive.org/web/20230206134304/https://www.shsmu.edu.cn/kqxy/info/1024/1904.htm
上海交通大学,生物医学工程,在历次学科评估中名列前三,A,1月5日,上海交通大学生物医学工程学院,微信公众号,@全球英才——诚邀依托上海交大生物医学工程学院申报海外优青项目,https://mp.weixin.qq.com/s/tdMhRfLfoNyxb3ctB0SXrA,,https://archive.is/zgb46
上海交通大学,化学,（学院）取得关键性突破,第四轮A-,2月5日,上海交通大学化学化工学院,微信公众号,用成绩见证发展|化学化工学院祝大家元宵节快乐！,https://mp.weixin.qq.com/s/rg_TRkGzE6QI9FjKDpq9eQ,,https://archive.is/dNvIw
上海交通大学,化学工程与技术,（学院）取得关键性突破,第四轮B+,2月5日,上海交通大学化学化工学院,微信公众号,用成绩见证发展|化学化工学院祝大家元宵节快乐！,https://mp.weixin.qq.com/s/rg_TRkGzE6QI9FjKDpq9eQ,,https://archive.is/dNvIw
沈阳师范大学,教育学,B,,,沈阳师范大学,网站,学校简介,https://www.synu.edu.cn/786/list.htm,稳居全国同学科前20-30%,https://web.archive.org/web/20230206134641/https://www.synu.edu.cn/786/list.htm
四川大学,,成绩优异,,12月21日,四川大学,网站,请投票！选出您心中“2022年度四川大学十大新闻”,https://www.scu.edu.cn/copy_1_vote1.jsp?urltype=survey.SurveyContentUrl&wbtreeid=1673&surveyid=1124,,
四川大学,,重大进展,,1月1日,四川大学,网站,四川大学2023年新年贺词,https://www.scu.edu.cn/info/1203/23538.htm,,
四川大学,医学技术,A+,,1月18日,华西医院放射科,微信公众号,四川大学华西医院放射科2022年工作总结交流会,https://mp.weixin.qq.com/s/1Lky6lAFZteSeUZ3R-VxVw,,https://archive.is/TnumD
四川大学,轻工技术与工程,优异成绩,,1月12日,四川大学轻工科学与工程学院,网站,迎春接福，共赴新征程,http://qfsp.scu.edu.cn/info/1039/10056.htm,,https://web.archive.org/web/20230209091728/http://qfsp.scu.edu.cn/info/1039/10056.htm
四川美术学院,,取得优异成绩，学科建设跃上新台阶,第四轮美术学A-、设计学B+、艺术学理论C+、戏剧与影视学C,12月31日,四川美术学院,网站,四川美术学院2023年新年贺词,https://www.scfai.edu.cn/info/1125/29573.htm,,https://web.archive.org/web/20230206152415/https://www.scfai.edu.cn/info/1125/29573.htm
四川外国语大学,外国语言文学,实现历史性突破,第四轮B+,1月9日,四川外国语大学,网站,学校召开2022年秋季学期期末干部大会,http://www.sisu.edu.cn/info/1033/7335.htm,,https://web.archive.org/web/20230206134451/http://www.sisu.edu.cn/info/1033/7335.htm
苏州大学,药学,A类,,1月20日,苏州大学药学院诚,网站,苏州大学药学院诚邀全球英才申报2023年海外优青项目,https://pharm.suda.edu.cn/f5/50/c29251a521552/page.htm,,https://web.archive.org/web/20230209094743/https://pharm.suda.edu.cn/f5/50/c29251a521552/page.htm
天津大学,土木工程,三个学科均取得了全面提升,第四轮A-,,天津大学建筑工程学院,网站,学院介绍,http://jgxy.tju.edu.cn/xygk.htm,,https://web.archive.org/web/20230206065433/http://jgxy.tju.edu.cn/xygk.htm
天津大学,水利工程,三个学科均取得了全面提升,第四轮A-,,天津大学建筑工程学院,网站,学院介绍,http://jgxy.tju.edu.cn/xygk.htm,,https://web.archive.org/web/20230206065433/http://jgxy.tju.edu.cn/xygk.htm
天津大学,船舶与海洋工程,三个学科均取得了全面提升,第四轮B,,天津大学建筑工程学院,网站,学院介绍,http://jgxy.tju.edu.cn/xygk.htm,,https://web.archive.org/web/20230206065433/http://jgxy.tju.edu.cn/xygk.htm
天津美术学院,美术学,有跃升,第四轮B+,2月5日,天津美术学院,微信公众号,玉兔迎春 癸卯贺岁丨天津美术学院教师美术作品展开幕,https://mp.weixin.qq.com/s/Ndm5DSw3srydqi-miOWk9A,,https://archive.is/HhBdj
天津美术学院,设计学,有跃升,第四轮B-,2月5日,天津美术学院,微信公众号,玉兔迎春 癸卯贺岁丨天津美术学院教师美术作品展开幕,https://mp.weixin.qq.com/s/Ndm5DSw3srydqi-miOWk9A,,https://archive.is/HhBdj
天津师范大学,,在教育部新一轮学科专业评估中，我校2个一级博士学科进入A类学科，6个一级博士学科或专业学位进入B+行列，2个一级博士学科和专业学位进入B和B-行列，2个学科和2个学科集群入列教育部“十四五”优先发展支持学科行列。,,1月1日,天津师范大学,微信公众号,天津师范大学2023年新年贺词,https://mp.weixin.qq.com/s/GhCc7w1_U1sJkpwWUYW4Ig,,https://archive.is/j3tMG
天津中医药大学,中药学,显著进步,第四轮A-,1月20日,天津中医药大学,网站,诚邀青年英才依托天津中医药大学申报国家自然科学基金优秀青年科学基金项目（海外）,https://news13.tjutcm.edu.cn/info/1658/19339.htm,中药学、中医学等骨干学科取得显著进步,https://web.archive.org/web/20230206145845/https://news13.tjutcm.edu.cn/info/1658/19339.htm
天津中医药大学,中医学,显著进步,第四轮B+,1月20日,天津中医药大学,网站,诚邀青年英才依托天津中医药大学申报国家自然科学基金优秀青年科学基金项目（海外）,https://news13.tjutcm.edu.cn/info/1658/19339.htm,中药学、中医学等骨干学科取得显著进步,https://web.archive.org/web/20230206145845/https://news13.tjutcm.edu.cn/info/1658/19339.htm
同济大学,生物学,A类,第四轮B+,1月9日,同济大学生命科学与技术学院,微信公众号,同济大学生命学院国际青年学者论坛（第二轮通知）,https://mp.weixin.qq.com/s/JqzwZENdXd6tH2hN7kfemA,,https://archive.is/KJtcJ
同济大学,海洋科学,可喜进步,第四轮B+,1月16日,同济海洋,微信公众号,同济大学海洋与地球科学学院、海洋地质国家重点实验室2023年面向海内外公开招聘启事,https://mp.weixin.qq.com/s/m6bwCrDZOttkfgeaMClqrA,22年9月份发过一篇差不多的，也提到了第五轮,https://archive.is/zZ71r
